county,year,n,change,pct_change,tooltip
Murray,2030,7721,-287,-0.03583916083916084,"<b>2030 – Murray</b><br>Population projection: 7,721<br>% change compared to 2024: -3.6%<br>Change compared to 2024: -287"
Murray,2031,7668,-340,-0.042457542457542456,"<b>2031 – Murray</b><br>Population projection: 7,668<br>% change compared to 2024: -4.2%<br>Change compared to 2024: -340"
Murray,2032,7614,-394,-0.0492007992007992,"<b>2032 – Murray</b><br>Population projection: 7,614<br>% change compared to 2024: -4.9%<br>Change compared to 2024: -394"
Murray,2033,7558,-450,-0.05619380619380619,"<b>2033 – Murray</b><br>Population projection: 7,558<br>% change compared to 2024: -5.6%<br>Change compared to 2024: -450"
Nicollet,2024,36084,0,0,"<b>2024 – Nicollet</b><br>Population projection: 36,084<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Nicollet,2025,36375,291,0.008064516129032258,"<b>2025 – Nicollet</b><br>Population projection: 36,375<br>% change compared to 2024: 0.8%<br>Change compared to 2024: 291"
Nicollet,2026,36661,577,0.01599046668883716,"<b>2026 – Nicollet</b><br>Population projection: 36,661<br>% change compared to 2024: 1.6%<br>Change compared to 2024: 577"
Nicollet,2027,36944,860,0.023833277907105644,"<b>2027 – Nicollet</b><br>Population projection: 36,944<br>% change compared to 2024: 2.4%<br>Change compared to 2024: 860"
Nicollet,2028,37221,1137,0.0315098104423013,"<b>2028 – Nicollet</b><br>Population projection: 37,221<br>% change compared to 2024: 3.2%<br>Change compared to 2024: 1,137"
Nicollet,2029,37493,1409,0.03904777740826959,"<b>2029 – Nicollet</b><br>Population projection: 37,493<br>% change compared to 2024: 3.9%<br>Change compared to 2024: 1,409"
Nicollet,2030,37759,1675,0.04641946569116506,"<b>2030 – Nicollet</b><br>Population projection: 37,759<br>% change compared to 2024: 4.6%<br>Change compared to 2024: 1,675"
Nicollet,2031,38019,1935,0.053624875290987695,"<b>2031 – Nicollet</b><br>Population projection: 38,019<br>% change compared to 2024: 5.4%<br>Change compared to 2024: 1,935"
Nicollet,2032,38272,2188,0.06063629309389203,"<b>2032 – Nicollet</b><br>Population projection: 38,272<br>% change compared to 2024: 6.1%<br>Change compared to 2024: 2,188"
Nicollet,2033,38519,2435,0.06748143221372353,"<b>2033 – Nicollet</b><br>Population projection: 38,519<br>% change compared to 2024: 6.7%<br>Change compared to 2024: 2,435"
Nobles,2024,22844,0,0,"<b>2024 – Nobles</b><br>Population projection: 22,844<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Nobles,2025,22968,124,0.005428121169672562,"<b>2025 – Nobles</b><br>Population projection: 22,968<br>% change compared to 2024: 0.5%<br>Change compared to 2024: 124"
Nobles,2026,23088,244,0.01068114165645246,"<b>2026 – Nobles</b><br>Population projection: 23,088<br>% change compared to 2024: 1.1%<br>Change compared to 2024: 244"
Nobles,2027,23203,359,0.01571528628961653,"<b>2027 – Nobles</b><br>Population projection: 23,203<br>% change compared to 2024: 1.6%<br>Change compared to 2024: 359"
Nobles,2028,23314,470,0.020574330239887934,"<b>2028 – Nobles</b><br>Population projection: 23,314<br>% change compared to 2024: 2.1%<br>Change compared to 2024: 470"
Nobles,2029,23419,575,0.025170723165820346,"<b>2029 – Nobles</b><br>Population projection: 23,419<br>% change compared to 2024: 2.5%<br>Change compared to 2024: 575"
Nobles,2030,23519,675,0.02954824023813693,"<b>2030 – Nobles</b><br>Population projection: 23,519<br>% change compared to 2024: 3.0%<br>Change compared to 2024: 675"
Nobles,2031,23613,769,0.03366310628611452,"<b>2031 – Nobles</b><br>Population projection: 23,613<br>% change compared to 2024: 3.4%<br>Change compared to 2024: 769"
Nobles,2032,23701,857,0.03751532130975311,"<b>2032 – Nobles</b><br>Population projection: 23,701<br>% change compared to 2024: 3.8%<br>Change compared to 2024: 857"
Nobles,2033,23783,939,0.04110488530905271,"<b>2033 – Nobles</b><br>Population projection: 23,783<br>% change compared to 2024: 4.1%<br>Change compared to 2024: 939"
Norman,2024,6269,0,0,"<b>2024 – Norman</b><br>Population projection: 6,269<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Norman,2025,6227,-42,-0.006699633115329399,"<b>2025 – Norman</b><br>Population projection: 6,227<br>% change compared to 2024: -0.7%<br>Change compared to 2024: -42"
Norman,2026,6182,-87,-0.013877811453182325,"<b>2026 – Norman</b><br>Population projection: 6,182<br>% change compared to 2024: -1.4%<br>Change compared to 2024: -87"
Norman,2027,6137,-132,-0.021055989791035252,"<b>2027 – Norman</b><br>Population projection: 6,137<br>% change compared to 2024: -2.1%<br>Change compared to 2024: -132"
Norman,2028,6089,-180,-0.02871271335141171,"<b>2028 – Norman</b><br>Population projection: 6,089<br>% change compared to 2024: -2.9%<br>Change compared to 2024: -180"
Norman,2029,6040,-229,-0.03652895198596268,"<b>2029 – Norman</b><br>Population projection: 6,040<br>% change compared to 2024: -3.7%<br>Change compared to 2024: -229"
Norman,2030,5989,-280,-0.04466422076886266,"<b>2030 – Norman</b><br>Population projection: 5,989<br>% change compared to 2024: -4.5%<br>Change compared to 2024: -280"
Norman,2031,5936,-333,-0.05311851970011166,"<b>2031 – Norman</b><br>Population projection: 5,936<br>% change compared to 2024: -5.3%<br>Change compared to 2024: -333"
Norman,2032,5882,-387,-0.06173233370553517,"<b>2032 – Norman</b><br>Population projection: 5,882<br>% change compared to 2024: -6.2%<br>Change compared to 2024: -387"
Norman,2033,5826,-443,-0.0706651778593077,"<b>2033 – Norman</b><br>Population projection: 5,826<br>% change compared to 2024: -7.1%<br>Change compared to 2024: -443"
Olmsted,2024,168091,0,0,"<b>2024 – Olmsted</b><br>Population projection: 168,091<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Olmsted,2025,169943,1852,0.011017841526316102,"<b>2025 – Olmsted</b><br>Population projection: 169,943<br>% change compared to 2024: 1.1%<br>Change compared to 2024: 1,852"
Olmsted,2026,171783,3692,0.021964293150733828,"<b>2026 – Olmsted</b><br>Population projection: 171,783<br>% change compared to 2024: 2.2%<br>Change compared to 2024: 3,692"
Olmsted,2027,173608,5517,0.03282150739777859,"<b>2027 – Olmsted</b><br>Population projection: 173,608<br>% change compared to 2024: 3.3%<br>Change compared to 2024: 5,517"
Olmsted,2028,175413,7322,0.04355973847499271,"<b>2028 – Olmsted</b><br>Population projection: 175,413<br>% change compared to 2024: 4.4%<br>Change compared to 2024: 7,322"
Olmsted,2029,177201,9110,0.054196833857850804,"<b>2029 – Olmsted</b><br>Population projection: 177,201<br>% change compared to 2024: 5.4%<br>Change compared to 2024: 9,110"
Olmsted,2030,178968,10877,0.06470899691238674,"<b>2030 – Olmsted</b><br>Population projection: 178,968<br>% change compared to 2024: 6.5%<br>Change compared to 2024: 10,877"
Olmsted,2031,180707,12616,0.0750545835291598,"<b>2031 – Olmsted</b><br>Population projection: 180,707<br>% change compared to 2024: 7.5%<br>Change compared to 2024: 12,616"
Olmsted,2032,182419,14328,0.08523954286666151,"<b>2032 – Olmsted</b><br>Population projection: 182,419<br>% change compared to 2024: 8.5%<br>Change compared to 2024: 14,328"
Olmsted,2033,184109,16018,0.09529362071734954,"<b>2033 – Olmsted</b><br>Population projection: 184,109<br>% change compared to 2024: 9.5%<br>Change compared to 2024: 16,018"
Otter Tail,2024,61383,0,0,"<b>2024 – Otter Tail</b><br>Population projection: 61,383<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Otter Tail,2025,61825,442,0.007200690744994543,"<b>2025 – Otter Tail</b><br>Population projection: 61,825<br>% change compared to 2024: 0.7%<br>Change compared to 2024: 442"
Otter Tail,2026,62261,878,0.014303634556799115,"<b>2026 – Otter Tail</b><br>Population projection: 62,261<br>% change compared to 2024: 1.4%<br>Change compared to 2024: 878"
Otter Tail,2027,62689,1306,0.02127624912435039,"<b>2027 – Otter Tail</b><br>Population projection: 62,689<br>% change compared to 2024: 2.1%<br>Change compared to 2024: 1,306"
Otter Tail,2028,63108,1725,0.028102243292116708,"<b>2028 – Otter Tail</b><br>Population projection: 63,108<br>% change compared to 2024: 2.8%<br>Change compared to 2024: 1,725"
Otter Tail,2029,63519,2136,0.03479790821562973,"<b>2029 – Otter Tail</b><br>Population projection: 63,519<br>% change compared to 2024: 3.5%<br>Change compared to 2024: 2,136"
Otter Tail,2030,63921,2538,0.041346952739357803,"<b>2030 – Otter Tail</b><br>Population projection: 63,921<br>% change compared to 2024: 4.1%<br>Change compared to 2024: 2,538"
Otter Tail,2031,64312,2929,0.04771679455223759,"<b>2031 – Otter Tail</b><br>Population projection: 64,312<br>% change compared to 2024: 4.8%<br>Change compared to 2024: 2,929"
Otter Tail,2032,64692,3309,0.053907433654269095,"<b>2032 – Otter Tail</b><br>Population projection: 64,692<br>% change compared to 2024: 5.4%<br>Change compared to 2024: 3,309"
Otter Tail,2033,65061,3678,0.05991887004545232,"<b>2033 – Otter Tail</b><br>Population projection: 65,061<br>% change compared to 2024: 6.0%<br>Change compared to 2024: 3,678"
Pennington,2024,13554,0,0,"<b>2024 – Pennington</b><br>Population projection: 13,554<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Pennington,2025,13447,-107,-0.00789434853179873,"<b>2025 – Pennington</b><br>Population projection: 13,447<br>% change compared to 2024: -0.8%<br>Change compared to 2024: -107"
Pennington,2026,13337,-217,-0.016010033938320792,"<b>2026 – Pennington</b><br>Population projection: 13,337<br>% change compared to 2024: -1.6%<br>Change compared to 2024: -217"
Pennington,2027,13223,-331,-0.024420835177807288,"<b>2027 – Pennington</b><br>Population projection: 13,223<br>% change compared to 2024: -2.4%<br>Change compared to 2024: -331"
Pennington,2028,13107,-447,-0.03297919433377601,"<b>2028 – Pennington</b><br>Population projection: 13,107<br>% change compared to 2024: -3.3%<br>Change compared to 2024: -447"
Pennington,2029,12987,-567,-0.04183266932270916,"<b>2029 – Pennington</b><br>Population projection: 12,987<br>% change compared to 2024: -4.2%<br>Change compared to 2024: -567"
Pennington,2030,12864,-690,-0.05090748118636565,"<b>2030 – Pennington</b><br>Population projection: 12,864<br>% change compared to 2024: -5.1%<br>Change compared to 2024: -690"
Pennington,2031,12737,-817,-0.06027740888298657,"<b>2031 – Pennington</b><br>Population projection: 12,737<br>% change compared to 2024: -6.0%<br>Change compared to 2024: -817"
Pennington,2032,12606,-948,-0.06994245241257194,"<b>2032 – Pennington</b><br>Population projection: 12,606<br>% change compared to 2024: -7.0%<br>Change compared to 2024: -948"
Pennington,2033,12473,-1081,-0.07975505385863951,"<b>2033 – Pennington</b><br>Population projection: 12,473<br>% change compared to 2024: -8.0%<br>Change compared to 2024: -1,081"
Pine,2024,29020,0,0,"<b>2024 – Pine</b><br>Population projection: 29,020<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Pine,2025,28954,-66,-0.0022742935906271537,"<b>2025 – Pine</b><br>Population projection: 28,954<br>% change compared to 2024: -0.2%<br>Change compared to 2024: -66"
Pine,2026,28880,-140,-0.004824259131633356,"<b>2026 – Pine</b><br>Population projection: 28,880<br>% change compared to 2024: -0.5%<br>Change compared to 2024: -140"
Pine,2027,28798,-222,-0.007649896623018608,"<b>2027 – Pine</b><br>Population projection: 28,798<br>% change compared to 2024: -0.8%<br>Change compared to 2024: -222"
Pine,2028,28709,-311,-0.010716747070985527,"<b>2028 – Pine</b><br>Population projection: 28,709<br>% change compared to 2024: -1.1%<br>Change compared to 2024: -311"
Pine,2029,28611,-409,-0.014093728463128877,"<b>2029 – Pine</b><br>Population projection: 28,611<br>% change compared to 2024: -1.4%<br>Change compared to 2024: -409"
Pine,2030,28505,-515,-0.017746381805651273,"<b>2030 – Pine</b><br>Population projection: 28,505<br>% change compared to 2024: -1.8%<br>Change compared to 2024: -515"
Pine,2031,28390,-630,-0.021709166092350102,"<b>2031 – Pine</b><br>Population projection: 28,390<br>% change compared to 2024: -2.2%<br>Change compared to 2024: -630"
Pine,2032,28267,-753,-0.02594762232942798,"<b>2032 – Pine</b><br>Population projection: 28,267<br>% change compared to 2024: -2.6%<br>Change compared to 2024: -753"
Pine,2033,28135,-885,-0.030496209510682288,"<b>2033 – Pine</b><br>Population projection: 28,135<br>% change compared to 2024: -3.0%<br>Change compared to 2024: -885"
Pipestone,2024,8784,0,0,"<b>2024 – Pipestone</b><br>Population projection: 8,784<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Pipestone,2025,8741,-43,-0.004895264116575592,"<b>2025 – Pipestone</b><br>Population projection: 8,741<br>% change compared to 2024: -0.5%<br>Change compared to 2024: -43"
Pipestone,2026,8695,-89,-0.010132058287795993,"<b>2026 – Pipestone</b><br>Population projection: 8,695<br>% change compared to 2024: -1.0%<br>Change compared to 2024: -89"
Pipestone,2027,8649,-135,-0.015368852459016393,"<b>2027 – Pipestone</b><br>Population projection: 8,649<br>% change compared to 2024: -1.5%<br>Change compared to 2024: -135"
Pipestone,2028,8600,-184,-0.020947176684881604,"<b>2028 – Pipestone</b><br>Population projection: 8,600<br>% change compared to 2024: -2.1%<br>Change compared to 2024: -184"
Pipestone,2029,8550,-234,-0.02663934426229508,"<b>2029 – Pipestone</b><br>Population projection: 8,550<br>% change compared to 2024: -2.7%<br>Change compared to 2024: -234"
Pipestone,2030,8498,-286,-0.0325591985428051,"<b>2030 – Pipestone</b><br>Population projection: 8,498<br>% change compared to 2024: -3.3%<br>Change compared to 2024: -286"
Pipestone,2031,8445,-339,-0.03859289617486339,"<b>2031 – Pipestone</b><br>Population projection: 8,445<br>% change compared to 2024: -3.9%<br>Change compared to 2024: -339"
Pipestone,2032,8390,-394,-0.04485428051001821,"<b>2032 – Pipestone</b><br>Population projection: 8,390<br>% change compared to 2024: -4.5%<br>Change compared to 2024: -394"
Pipestone,2033,8333,-451,-0.05134335154826958,"<b>2033 – Pipestone</b><br>Population projection: 8,333<br>% change compared to 2024: -5.1%<br>Change compared to 2024: -451"
Polk,2024,30147,0,0,"<b>2024 – Polk</b><br>Population projection: 30,147<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Polk,2025,29907,-240,-0.007960991143397354,"<b>2025 – Polk</b><br>Population projection: 29,907<br>% change compared to 2024: -0.8%<br>Change compared to 2024: -240"
Polk,2026,29661,-486,-0.01612100706537964,"<b>2026 – Polk</b><br>Population projection: 29,661<br>% change compared to 2024: -1.6%<br>Change compared to 2024: -486"
Polk,2027,29407,-740,-0.024546389358808506,"<b>2027 – Polk</b><br>Population projection: 29,407<br>% change compared to 2024: -2.5%<br>Change compared to 2024: -740"
Polk,2028,29146,-1001,-0.03320396722725313,"<b>2028 – Polk</b><br>Population projection: 29,146<br>% change compared to 2024: -3.3%<br>Change compared to 2024: -1,001"
Polk,2029,28878,-1269,-0.0420937406707135,"<b>2029 – Polk</b><br>Population projection: 28,878<br>% change compared to 2024: -4.2%<br>Change compared to 2024: -1,269"
Polk,2030,28601,-1546,-0.05128205128205128,"<b>2030 – Polk</b><br>Population projection: 28,601<br>% change compared to 2024: -5.1%<br>Change compared to 2024: -1,546"
Polk,2031,28319,-1828,-0.06063621587554317,"<b>2031 – Polk</b><br>Population projection: 28,319<br>% change compared to 2024: -6.1%<br>Change compared to 2024: -1,828"
Polk,2032,28026,-2121,-0.0703552592297741,"<b>2032 – Polk</b><br>Population projection: 28,026<br>% change compared to 2024: -7.0%<br>Change compared to 2024: -2,121"
Polk,2033,27727,-2420,-0.08027332736258998,"<b>2033 – Polk</b><br>Population projection: 27,727<br>% change compared to 2024: -8.0%<br>Change compared to 2024: -2,420"
Pope,2024,11620,0,0,"<b>2024 – Pope</b><br>Population projection: 11,620<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Pope,2025,11702,82,0.0070567986230636835,"<b>2025 – Pope</b><br>Population projection: 11,702<br>% change compared to 2024: 0.7%<br>Change compared to 2024: 82"
Pope,2026,11783,163,0.014027538726333907,"<b>2026 – Pope</b><br>Population projection: 11,783<br>% change compared to 2024: 1.4%<br>Change compared to 2024: 163"
Pope,2027,11863,243,0.020912220309810672,"<b>2027 – Pope</b><br>Population projection: 11,863<br>% change compared to 2024: 2.1%<br>Change compared to 2024: 243"
Pope,2028,11941,321,0.027624784853700516,"<b>2028 – Pope</b><br>Population projection: 11,941<br>% change compared to 2024: 2.8%<br>Change compared to 2024: 321"
Pope,2029,12017,397,0.03416523235800344,"<b>2029 – Pope</b><br>Population projection: 12,017<br>% change compared to 2024: 3.4%<br>Change compared to 2024: 397"
Pope,2030,12092,472,0.04061962134251291,"<b>2030 – Pope</b><br>Population projection: 12,092<br>% change compared to 2024: 4.1%<br>Change compared to 2024: 472"
Pope,2031,12165,545,0.04690189328743546,"<b>2031 – Pope</b><br>Population projection: 12,165<br>% change compared to 2024: 4.7%<br>Change compared to 2024: 545"
Pope,2032,12235,615,0.052925989672977625,"<b>2032 – Pope</b><br>Population projection: 12,235<br>% change compared to 2024: 5.3%<br>Change compared to 2024: 615"
Pope,2033,12304,684,0.058864027538726334,"<b>2033 – Pope</b><br>Population projection: 12,304<br>% change compared to 2024: 5.9%<br>Change compared to 2024: 684"
Ramsey,2024,535227,0,0,"<b>2024 – Ramsey</b><br>Population projection: 535,227<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Ramsey,2025,532710,-2517,-0.004702677555504487,"<b>2025 – Ramsey</b><br>Population projection: 532,710<br>% change compared to 2024: -0.5%<br>Change compared to 2024: -2,517"
Ramsey,2026,530076,-5151,-0.009623953948511565,"<b>2026 – Ramsey</b><br>Population projection: 530,076<br>% change compared to 2024: -1.0%<br>Change compared to 2024: -5,151"
Ramsey,2027,527323,-7904,-0.014767565911286239,"<b>2027 – Ramsey</b><br>Population projection: 527,323<br>% change compared to 2024: -1.5%<br>Change compared to 2024: -7,904"
Ramsey,2028,524447,-10780,-0.02014098690835851,"<b>2028 – Ramsey</b><br>Population projection: 524,447<br>% change compared to 2024: -2.0%<br>Change compared to 2024: -10,780"
Ramsey,2029,521446,-13781,-0.025747953671993378,"<b>2029 – Ramsey</b><br>Population projection: 521,446<br>% change compared to 2024: -2.6%<br>Change compared to 2024: -13,781"
Ramsey,2030,518317,-16910,-0.03159407130058835,"<b>2030 – Ramsey</b><br>Population projection: 518,317<br>% change compared to 2024: -3.2%<br>Change compared to 2024: -16,910"
Ramsey,2031,515056,-20171,-0.03768681325867342,"<b>2031 – Ramsey</b><br>Population projection: 515,056<br>% change compared to 2024: -3.8%<br>Change compared to 2024: -20,171"
Ramsey,2032,511657,-23570,-0.04403738974304361,"<b>2032 – Ramsey</b><br>Population projection: 511,657<br>% change compared to 2024: -4.4%<br>Change compared to 2024: -23,570"
Ramsey,2033,508137,-27090,-0.05061403852944638,"<b>2033 – Ramsey</b><br>Population projection: 508,137<br>% change compared to 2024: -5.1%<br>Change compared to 2024: -27,090"
Red Lake,2024,3819,0,0,"<b>2024 – Red Lake</b><br>Population projection: 3,819<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Red Lake,2025,3786,-33,-0.00864100549882168,"<b>2025 – Red Lake</b><br>Population projection: 3,786<br>% change compared to 2024: -0.9%<br>Change compared to 2024: -33"
Red Lake,2026,3751,-68,-0.01780570830060225,"<b>2026 – Red Lake</b><br>Population projection: 3,751<br>% change compared to 2024: -1.8%<br>Change compared to 2024: -68"
Red Lake,2027,3715,-104,-0.027232259753862266,"<b>2027 – Red Lake</b><br>Population projection: 3,715<br>% change compared to 2024: -2.7%<br>Change compared to 2024: -104"
Red Lake,2028,3678,-141,-0.036920659858601726,"<b>2028 – Red Lake</b><br>Population projection: 3,678<br>% change compared to 2024: -3.7%<br>Change compared to 2024: -141"
Red Lake,2029,3641,-178,-0.046609059963341186,"<b>2029 – Red Lake</b><br>Population projection: 3,641<br>% change compared to 2024: -4.7%<br>Change compared to 2024: -178"
Red Lake,2030,3603,-216,-0.056559308719560095,"<b>2030 – Red Lake</b><br>Population projection: 3,603<br>% change compared to 2024: -5.7%<br>Change compared to 2024: -216"
Red Lake,2031,3563,-256,-0.0670332547787379,"<b>2031 – Red Lake</b><br>Population projection: 3,563<br>% change compared to 2024: -6.7%<br>Change compared to 2024: -256"
Red Lake,2032,3523,-296,-0.07750720083791568,"<b>2032 – Red Lake</b><br>Population projection: 3,523<br>% change compared to 2024: -7.8%<br>Change compared to 2024: -296"
Red Lake,2033,3482,-337,-0.08824299554857293,"<b>2033 – Red Lake</b><br>Population projection: 3,482<br>% change compared to 2024: -8.8%<br>Change compared to 2024: -337"
Redwood,2024,14494,0,0,"<b>2024 – Redwood</b><br>Population projection: 14,494<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Redwood,2025,14391,-103,-0.007106388850558852,"<b>2025 – Redwood</b><br>Population projection: 14,391<br>% change compared to 2024: -0.7%<br>Change compared to 2024: -103"
Redwood,2026,14284,-210,-0.014488753967158824,"<b>2026 – Redwood</b><br>Population projection: 14,284<br>% change compared to 2024: -1.4%<br>Change compared to 2024: -210"
Redwood,2027,14175,-319,-0.02200910721677936,"<b>2027 – Redwood</b><br>Population projection: 14,175<br>% change compared to 2024: -2.2%<br>Change compared to 2024: -319"
Redwood,2028,14062,-432,-0.029805436732441012,"<b>2028 – Redwood</b><br>Population projection: 14,062<br>% change compared to 2024: -3.0%<br>Change compared to 2024: -432"
Redwood,2029,13949,-545,-0.037601766248102665,"<b>2029 – Redwood</b><br>Population projection: 13,949<br>% change compared to 2024: -3.8%<br>Change compared to 2024: -545"
Redwood,2030,13832,-662,-0.04567407202980544,"<b>2030 – Redwood</b><br>Population projection: 13,832<br>% change compared to 2024: -4.6%<br>Change compared to 2024: -662"
Redwood,2031,13711,-783,-0.05402235407754933,"<b>2031 – Redwood</b><br>Population projection: 13,711<br>% change compared to 2024: -5.4%<br>Change compared to 2024: -783"
Redwood,2032,13587,-907,-0.06257761832482407,"<b>2032 – Redwood</b><br>Population projection: 13,587<br>% change compared to 2024: -6.3%<br>Change compared to 2024: -907"
Redwood,2033,13462,-1032,-0.07120187663860908,"<b>2033 – Redwood</b><br>Population projection: 13,462<br>% change compared to 2024: -7.1%<br>Change compared to 2024: -1,032"
Renville,2024,14458,0,0,"<b>2024 – Renville</b><br>Population projection: 14,458<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Renville,2025,14419,-39,-0.002697468529533822,"<b>2025 – Renville</b><br>Population projection: 14,419<br>% change compared to 2024: -0.3%<br>Change compared to 2024: -39"
Renville,2026,14378,-80,-0.005533268778530917,"<b>2026 – Renville</b><br>Population projection: 14,378<br>% change compared to 2024: -0.6%<br>Change compared to 2024: -80"
Renville,2027,14335,-123,-0.008507400746991285,"<b>2027 – Renville</b><br>Population projection: 14,335<br>% change compared to 2024: -0.9%<br>Change compared to 2024: -123"
Renville,2028,14288,-170,-0.0117581961543782,"<b>2028 – Renville</b><br>Population projection: 14,288<br>% change compared to 2024: -1.2%<br>Change compared to 2024: -170"
Renville,2029,14239,-219,-0.015147323281228385,"<b>2029 – Renville</b><br>Population projection: 14,239<br>% change compared to 2024: -1.5%<br>Change compared to 2024: -219"
Renville,2030,14186,-272,-0.018813113847005118,"<b>2030 – Renville</b><br>Population projection: 14,186<br>% change compared to 2024: -1.9%<br>Change compared to 2024: -272"
Renville,2031,14131,-327,-0.022617236132245123,"<b>2031 – Renville</b><br>Population projection: 14,131<br>% change compared to 2024: -2.3%<br>Change compared to 2024: -327"
Renville,2032,14072,-386,-0.026698021856411677,"<b>2032 – Renville</b><br>Population projection: 14,072<br>% change compared to 2024: -2.7%<br>Change compared to 2024: -386"
Renville,2033,14010,-448,-0.030986305159773134,"<b>2033 – Renville</b><br>Population projection: 14,010<br>% change compared to 2024: -3.1%<br>Change compared to 2024: -448"
Rice,2024,68553,0,0,"<b>2024 – Rice</b><br>Population projection: 68,553<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Rice,2025,68901,348,0.005076364272898342,"<b>2025 – Rice</b><br>Population projection: 68,901<br>% change compared to 2024: 0.5%<br>Change compared to 2024: 348"
Rice,2026,69239,686,0.010006856009219144,"<b>2026 – Rice</b><br>Population projection: 69,239<br>% change compared to 2024: 1.0%<br>Change compared to 2024: 686"
Rice,2027,69568,1015,0.014806062462620163,"<b>2027 – Rice</b><br>Population projection: 69,568<br>% change compared to 2024: 1.5%<br>Change compared to 2024: 1,015"
Rice,2028,69887,1334,0.019459396379443644,"<b>2028 – Rice</b><br>Population projection: 69,887<br>% change compared to 2024: 1.9%<br>Change compared to 2024: 1,334"
Rice,2029,70194,1641,0.023937683252374074,"<b>2029 – Rice</b><br>Population projection: 70,194<br>% change compared to 2024: 2.4%<br>Change compared to 2024: 1,641"
Rice,2030,70490,1937,0.028255510335069216,"<b>2030 – Rice</b><br>Population projection: 70,490<br>% change compared to 2024: 2.8%<br>Change compared to 2024: 1,937"
Rice,2031,70773,2220,0.032383703120213554,"<b>2031 – Rice</b><br>Population projection: 70,773<br>% change compared to 2024: 3.2%<br>Change compared to 2024: 2,220"
Rice,2032,71043,2490,0.0363222616078071,"<b>2032 – Rice</b><br>Population projection: 71,043<br>% change compared to 2024: 3.6%<br>Change compared to 2024: 2,490"
Rice,2033,71300,2747,0.04007118579784984,"<b>2033 – Rice</b><br>Population projection: 71,300<br>% change compared to 2024: 4.0%<br>Change compared to 2024: 2,747"
Rock,2024,9321,0,0,"<b>2024 – Rock</b><br>Population projection: 9,321<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Rock,2025,9303,-18,-0.0019311232700354038,"<b>2025 – Rock</b><br>Population projection: 9,303<br>% change compared to 2024: -0.2%<br>Change compared to 2024: -18"
Rock,2026,9284,-37,-0.003969531166183886,"<b>2026 – Rock</b><br>Population projection: 9,284<br>% change compared to 2024: -0.4%<br>Change compared to 2024: -37"
Rock,2027,9263,-58,-0.006222508314558524,"<b>2027 – Rock</b><br>Population projection: 9,263<br>% change compared to 2024: -0.6%<br>Change compared to 2024: -58"
Rock,2028,9240,-81,-0.008690054715159318,"<b>2028 – Rock</b><br>Population projection: 9,240<br>% change compared to 2024: -0.9%<br>Change compared to 2024: -81"
Rock,2029,9215,-106,-0.011372170367986267,"<b>2029 – Rock</b><br>Population projection: 9,215<br>% change compared to 2024: -1.1%<br>Change compared to 2024: -106"
Rock,2030,9189,-132,-0.014161570646926296,"<b>2030 – Rock</b><br>Population projection: 9,189<br>% change compared to 2024: -1.4%<br>Change compared to 2024: -132"
Rock,2031,9160,-161,-0.01727282480420556,"<b>2031 – Rock</b><br>Population projection: 9,160<br>% change compared to 2024: -1.7%<br>Change compared to 2024: -161"
Rock,2032,9129,-192,-0.020598648213710977,"<b>2032 – Rock</b><br>Population projection: 9,129<br>% change compared to 2024: -2.1%<br>Change compared to 2024: -192"
Rock,2033,9097,-224,-0.02403175624932947,"<b>2033 – Rock</b><br>Population projection: 9,097<br>% change compared to 2024: -2.4%<br>Change compared to 2024: -224"
Roseau,2024,15193,0,0,"<b>2024 – Roseau</b><br>Population projection: 15,193<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Roseau,2025,15172,-21,-0.0013822154939774896,"<b>2025 – Roseau</b><br>Population projection: 15,172<br>% change compared to 2024: -0.1%<br>Change compared to 2024: -21"
Roseau,2026,15145,-48,-0.0031593497005199763,"<b>2026 – Roseau</b><br>Population projection: 15,145<br>% change compared to 2024: -0.3%<br>Change compared to 2024: -48"
Roseau,2027,15113,-80,-0.00526558283419996,"<b>2027 – Roseau</b><br>Population projection: 15,113<br>% change compared to 2024: -0.5%<br>Change compared to 2024: -80"
Roseau,2028,15076,-117,-0.007700914895017443,"<b>2028 – Roseau</b><br>Population projection: 15,076<br>% change compared to 2024: -0.8%<br>Change compared to 2024: -117"
